Name,Price,District,Street,Czynsz,Area,Rooms,Building,Owner
"Piękne 2pok,50m2 z tarasem,garaż,Al.Rzeczypospolit",3 300,Wilanów,al. Aleja Rzeczypospolitej,617,50,2,apartamentowiec,biuro nieruchomości
"Praga-Północ ul. Szwedzka, 2 pok. 44,5 m piętro 4",5 000,Praga-Północ,ul. Szwedzka,700,"44,5",2,blok,biuro nieruchomości
"Włochy ul. Borsucza, 2 pok. garaż komórka",4 200,Włochy,ul. Borsucza,0,43,2,blok,biuro nieruchomości
Ciche i jasne mieszkanie z miejscem postojowym,4 000,Stegny,ul. Franciszka Kostrzewskiego,0,65,3,blok,biuro nieruchomości
"Ochota ul. Grójecka, 3 pok. 65 m garaż",5 000,Ochota,ul. Grójecka,0,65,3,blok,biuro nieruchomości
Mieszkania Praga Południe,3 350,Praga-Południe,ul. Przeworska,0,40,2,Zapytaj,prywatny
City Center / 1 bedroom / 1 bathroom / air cond,5 500,Śródmieście,ul. Piękna,0,48,2,apartamentowiec,biuro nieruchomości
"METRO, bezpośrednio, świetne dla rodziny, Ursynów",3 700,Ursynów,ul. Wawrzyńca Surowieckiego,950,74,3,blok,prywatny
Mieszkanie z klimatem na Grochowie,2 400,Praga-Południe,ul. Kaleńska,580,37,1,kamienica,prywatny
3-pokoje mieszkanie wynajem Targówek,3 000,Bródno,,950,64,3,blok,prywatny
Krochmalna 58 (Daszyńskiego) klimatyzacja + balkon,4 000,mazowieckie,,0,35,1,apartamentowiec,prywatny
"Mieszkanie, 170 m², Warszawa",12 000,Praga-Południe,,0,170,5,apartamentowiec,biuro nieruchomości
Apartament w najwyższym standardzie.,9 999,Sadyba,,580,91,2,kamienica,biuro nieruchomości
"Ciche Mieszkanie 36 m2, 2 pokoje, Górny Mokotów",2 700,Górny Mokotów,ul. Rabindranatha Tagore,600,36,2,blok,prywatny
Praga Południe 3 pokoje z oddzielną kuchnią,3 300,Praga-Południe,,0,65,3,Zapytaj,biuro nieruchomości
"2 pokoje z tarasem, po remoncie, Mokotów, bezpośre",2 800,Mokotów,ul. Bernardyńska,500,30,2,blok,prywatny
Dwupokojowe Kokoryczki 40 m2 bezpośrednio,3 300,Gocławek,ul. Kokoryczki 3A,600,40,2,blok,prywatny
Bezpośrednio wynajem kawelerka 30m2 ul. Strumykowa,2 400,Nowodwory,ul. Strumykowa,0,30,1,blok,prywatny
"nowoczesne 2 pokoje, balkon, garderoba, garaż",3 900,Sady Żoliborskie,Zygmunta Hübnera,0,46,2,apartamentowiec,biuro nieruchomości
Dwupokojowe mieszkanie na Białołęce,2 400,Białołęka,ul. Płochocińska,0,40,2,apartamentowiec,biuro nieruchomości
Nowoczesne i przytulne 3 pokoje tuż obok M2 Bródno,3 500,Targówek,,730,"47,28",3,blok,prywatny
Wynajmę mieszkanie na Powiślu przy BUWie,3 000,Powiśle,ul. Lipowa,500,35,2,blok,prywatny
Apartament na Placu Zbawiciela,7 000,Śródmieście Południowe,ul. Mokotowska 17,0,66,2,kamienica,biuro nieruchomości
"NOWA kawalerka-komunikacja, balkon, widok, komórka",2 600,Białołęka,ul. Światowida,0,33,1,apartamentowiec,prywatny
LUKSUSOWY dwupoziomowy LOFT,12 500,Mokotów,,1 500,110,3,apartamentowiec,biuro nieruchomości
"48,5 m, Woronicza Park, X p. z widokiem na centrum",4 500,Górny Mokotów,ul. Jana Pawła Woronicza,1 000,"48,5",2,apartamentowiec,prywatny
"Nowe mieszkanie, dwa pokoje z aneksem +, Praga Pł",3 600,Praga-Południe,,480,"40,2",2,blok,prywatny
"Warszawa, Włochy, Budki Szczęśliwickie",3 200,Włochy,ul. Budki Szczęśliwickie,650,"40,1",2,blok,prywatny
2 pokoje z osobną kuchnią tuż przy Metrze Bródno,2 800,Targówek,,620,38,2,blok,prywatny
"Mieszkanie Wawer 50 m kw 3 pok. parking, Płowiecka",2 800,Wawer,ul. Błękitna,800,50,3,kamienica,prywatny
Kawalerka z widokiem na Park Bródnowski,2 200,Bródno,ul. Wyszogrodzka,0,33,1,blok,biuro nieruchomości
"Mieszkanie, 83 m², Warszawa",8 000,Śródmieście Południowe,,0,83,4,kamienica,biuro nieruchomości
Bemowo 2 pok. 45 m2 +garaż Batalionów Chłopskich,2 800,Bemowo,ul. Batalionów Chłopskich,600,"45,6",2,blok,prywatny
"44 m2, 2 oddzielne pokoje, 8 min do metra",2 700,Bielany,ul. Sándora Petöfiego 8,560,44,2,blok,prywatny
Bezpośrednio klimatyczne mieszkanie na Łowickiej,3 250,Mokotów,ul. Łowicka 14,700,43,2,blok,prywatny
Lux studio 25m2 w klimacie secesji_klimatyzacja,2 600,Śródmieście,,400,25,1,kamienica,biuro nieruchomości
Dwupokojowe mieszkanie przy Porcie Praskim,3 200,Stara Praga,ul. ks. Ignacego Kłopotowskiego,0,37,2,blok,prywatny
"Przytulne, funkcjonalne i w pełni urządzone",2 350,Śródmieście,ul. Grzybowska,550,28,1,blok,biuro nieruchomości
Do wynajęcia bezpośrednio 2 pokoje w nowym bloku,3 499,Mokotów,ul. Konstruktorska,300,37,2,blok,prywatny
Kawalerka blisko metra Targówek Mieszkaniowy,2 400,Targówek Mieszkaniowy,ul. ks. Piotra Skargi,457,33,1,blok,prywatny
Dwa pokoje/Basen/Siłownia,4 000,Wola,,900,45,2,apartamentowiec,prywatny
"NOWE, Bezpośrednio 2-pok, Posag 7 Panien URSUS",2 900,Ursus,,550,35,2,blok,prywatny
2 pokojowe mieszkanie na Starym Żoliborzu 50m,3 500,Stary Żoliborz,,650,50,2,blok,prywatny
Bardzo ładne mieszkanie dla singla lub pary,5 000,Wilanów,ul. Prymasa Augusta Hlonda,800,"56,5",2,blok,biuro nieruchomości
Nowe mieszkanie 3pokoje Przy metrze młociny 52m,5 500,Bielany,ul. Tomasza Nocznickiego,0,52,3,blok,prywatny
Metro Natolin 2 Pokoje 45 M2 Garaż Podziemny,3 000,Ursynów,ul. Na Uboczu,0,45,2,blok,biuro nieruchomości
"Bezpośrednio, 2-pokojowe z ogrodem zimowym",3 500,Ursynów,ul. Nowoursynowska,1,55,2,apartamentowiec,prywatny
Wynajmę mieszkanie 3 pokoje 54 m2 z tarasem 30 m2,3 900,Praga-Południe,ul. Międzyborska 19,760,54,3,blok,prywatny
Nowe 3 pokojowe mieszkanie,4 300,Ochota,ul. Władysława Korotyńskiego 18,560,50,3,kamienica,biuro nieruchomości
3-pokojowe mieszkanie - obok metra i pkp stadion,4 500,Praga-Północ,,500,50,3,kamienica,prywatny
Najlepsza lokalizacja przy Stacji Metra Rondo Onz!,3 200,Śródmieście,Rondo ONZ,1,27,2,blok,biuro nieruchomości
"Wynajmę bezpośrednio, 53m, 2 pok., Ostoja Wilanów",4 500,Wilanów,,710,53,2,apartamentowiec,prywatny
Wyjątkowa kawalerka z klimatyzacją i balkonem,2 950,Włochy,ul. Globusowa,350,34,1,kamienica,biuro nieruchomości
Czynsz z zaliczkami na media w cenie najmu !,2 800,Ursynów,al. Aleja Komisji Edukacji Narodowej,0,38,1,apartamentowiec,biuro nieruchomości
"Elegancki, nowy Apartament- Wilanów",5 000,Wilanów,,700,63,2,apartamentowiec,biuro nieruchomości
Targówek Zacisze – Metro Kondratowicza - 900m,4 500,Targówek Mieszkaniowy,ul. Uznamska,0,71,3,apartamentowiec,prywatny
2-pokojowe mieszkanie przy Rondo Daszyńskiego,4 200,Wola,ul. Marcina Kasprzaka,800,45,2,blok,prywatny
Bezpośrednio 3 pok. Domaniewska Nowe REZERWACJA,5 500,Górny Mokotów,ul. Domaniewska 26,600,"40,5",3,blok,prywatny
"Mieszkanie 36m2, Ul. Lazurowa Warszawa",2 900,Bemowo,ul. Lazurowa,400,36,1,apartamentowiec,prywatny
2p. ul. Gocławska,3 500,Gocław,ul. Gocławska,0,44,2,apartamentowiec,biuro nieruchomości
Wynajmę 44-metrowe mieszkanie na Mokotowie,3 000,Dolny Mokotów,Stegny,0,44,2,blok,prywatny
Luksusowy apartament z dużym tarasem,6 000,Wilanów,ul. Prymasa Augusta Hlonda,900,75,3,blok,prywatny
4-Pokojowy Apartament Na Pradze,9 000,Praga-Południe,,850,"89,29",4,apartamentowiec,biuro nieruchomości
"kawalerka w centrum/śródmieście 27m, piękny widok",2 399,Śródmieście,,699,27,1,blok,prywatny
Nowe nigdy niezamieszkałe świeżo wykończone,3 400,Mokotów,ul. Kłobucka,425,38,2,apartamentowiec,biuro nieruchomości
LUX Apartament na Dolnym Mokotowie,5 700,Dolny Mokotów,ul. Bluszczańska,0,74,3,apartamentowiec,biuro nieruchomości
Ładna wygodna umeblowana kawalerka z garażem,2 700,Ochota,ul. Drawska,1,32,1,apartamentowiec,biuro nieruchomości
New Apartament For Rent | 2 Bedroom,12 300,Wola,ul. Złota,0,"73,43",3,apartamentowiec,biuro nieruchomości
Apartment For Rent | 1 Bedroom | Złota street,5 800,Wola,ul. Złota,0,"39,59",2,apartamentowiec,biuro nieruchomości
"Przytulne mieszkanie w okolicy, Metro Słodowiec",3 000,Bielany,ul. Zbigniewa Romaszewskiego 6,792,45,2,blok,prywatny
Brand new / 3 bedrooms / 2 bath / City Center,10 000,Śródmieście,ul. Ogrodowa,0,100,4,apartamentowiec,biuro nieruchomości
Luksusowy trzypokojowy apartament przy ul. Pięknej,12 000,Śródmieście Południowe,ul. Piękna,0,98,3,apartamentowiec,biuro nieruchomości
Nowy Apartament na wynajem | 2 pokoje,5 800,Wola,ul. Złota,0,"39,75",2,apartamentowiec,biuro nieruchomości
Nowe | 2 pokojowe | Woronicza 82 | Bezpośrednio,3 670,Mokotów,ul. Jana Pawła Woronicza 82,570,37,2,blok,prywatny
Elegancki apartament niedaleko Parku Królikarnia,7 800,Mokotów,ul. Czerniowiecka,0,"87,5",3,apartamentowiec,biuro nieruchomości
BEZPOŚREDNIO ul. Nałęczowska LUX nowe Wilanów,5 000,Wilanów,ul. Nałęczowska,650,48,2,blok,prywatny
Mieszkanie 2-pok | Metro | Rozkład | Hawajska,3 300,Imielin,ul. Hawajska,0,46,2,blok,biuro nieruchomości
Pięknie wykończona kawalerka na al. Solidarności,4 000,Mirów,"al. Aleja ""Solidarności""",0,37,1,apartamentowiec,biuro nieruchomości
Nowe 2 pok 43m2 Balkon Wilanów Aleja Wilanowska,3 700,Wilanów,al. Aleja Wilanowska,0,45,2,apartamentowiec,biuro nieruchomości
Przytulne bezposrednio po remoncie,2 500,Wilanów,ul. Nałęczowska,2 500,31,1,blok,biuro nieruchomości
"Mieszkanie 3-pokojowe Ochota, Rakowiec",3 700,Ochota,ul. Gorlicka,820,56,3,blok,prywatny
Wynajem Mieszkania 19 Dzielnica,6 000,Wola,ul. Kolejowa,1,53,2,apartamentowiec,biuro nieruchomości
Apartament przy Rondo Wiatraczna * Bez prowizji !,2 600,Praga-Południe,al. Aleja Stanów Zjednoczonych,700,39,2,blok,biuro nieruchomości
Do wynajęcia 2 pokoje na warszawskiej Woli,2 999,Wola,ul. Obozowa,787,"54,4",2,blok,biuro nieruchomości
Apartament 154m2 na Ostoi Wilanów,20 000,Wilanów,,2 000,153,4,apartamentowiec,biuro nieruchomości
"W sąsiedztwie Promenady, po remoncie.",4 500,Praga-Południe,ul. Cichociemnych,0,76,3,apartamentowiec,biuro nieruchomości
3-pokojowe mieszkanie po generalnym remoncie,4 000,Targówek Mieszkaniowy,ul. Aleksandra Gajkowicza,880,58,3,blok,prywatny
Komfortowy trzypokojowy apartament na Pradze,5 130,Praga-Północ,ul. Wileńska,0,59,3,apartamentowiec,biuro nieruchomości
"Bielany, Wrzeciono ul. Przy Agorze 25m 5/10p, balk",2 500,Bielany,ul. Przy Agorze,400,25,1,blok,biuro nieruchomości
Przytulna KAWALERKA w sercu Starego Mokotowa!!!,2 500,Górny Mokotów,ul. Opoczyńska,0,25,1,kamienica,prywatny
3 pokojowy apartament ul. Leona Kruczkowskiego,12 500,Śródmieście,ul. Leona Kruczkowskiego,1 300,105,3,Zapytaj,biuro nieruchomości
Bezpośrednio wynajem kawelerka 30m2 ul. Strumykowa,2 400,Nowodwory,ul. Strumykowa,0,30,1,blok,prywatny
"Mieszkanie 2pokoje Nowolipki, Muranów, Wola",3 000,Wola,ul. Nowolipki 14,465,40,2,kamienica,prywatny
Apartament z ogródkiem na Ursynowie - ąsy,5 000,Ursynów,ul. Pląsy,1 000,70,3,apartamentowiec,prywatny
Fantastyczne mieszkanie na ulicy Łuckiej 15,3 500,Wola,ul. Łucka 15,630,49,2,apartamentowiec,prywatny
"Mieszkanie bezpośrednio ul.Chmielna 35, balkon,",4 000,Śródmieście Północne,ul. Chmielna,0,"27,2",2,blok,prywatny
Wynajme Luksusowe Mieszkanie - Park Skaryszewski,9 000,Kamionek,ul. Stanisława Augusta,1 980,179,7,apartamentowiec,prywatny
WORONICZA QBIK,5 500,Mokotów,ul. Jana Pawła Woronicza 31,700,57,3,loft,prywatny
"Ochota po remoncie, dobra komunikacja przy Shuk",3 500,Ochota,ul. Walentego Skorochód-Majewskiego,0,45,2,blok,biuro nieruchomości
Mieszkanie Warszawa Praga Północ/ Dworzec/ Metro/S,2 800,Nowa Praga,ul. Wileńska,550,49,2,apartamentowiec,prywatny
"Mieszkanie, 50,50 m², Warszawa",2 750,Białołęka,ul. Głębocka,0,"50,5",2,Zapytaj,biuro nieruchomości
Kawalerka na Ochocie Majewskiego,2 200,Ochota,ul. Walentego Skorochód-Majewskiego,0,30,1,blok,prywatny
Bezpośrednio Klimczaka 81 m2 z pięknym tarasem,6 300,Wilanów,ul. Franciszka Klimczaka,1 050,81,3,apartamentowiec,prywatny
Bezpośrednio 32m2 ursus czyste i ciche,3 800,Ursus,,0,32,1,kamienica,prywatny
"Nowoczesne 2 pok., kamienica, metro, parking",4 000,Mokotów,,627,"43,04",2,kamienica,biuro nieruchomości
"Widne, przestronne mieszkanie w Centrum, garaż, Ac",7 500,Śródmieście,al. Aleja Jana Pawła II,0,88,3,Zapytaj,biuro nieruchomości
Mieszkanie w Domu Bez Kantów Warszawa,11 000,Śródmieście Północne,ul. Królewska,0,85,3,kamienica,prywatny
NOWY 3-pokojowy apartament z garażem (Raków),5 000,Włochy,ul. Borsucza,"652,39","56,33",3,apartamentowiec,prywatny
"3-pokojowe, Saska Kępa",6 500,Praga-Południe,ul. Ateńska,0,84,3,apartamentowiec,biuro nieruchomości
Warszawa Centrum Aleja Solidarności,3 300,Wola,al. Aleja Wilanowska,0,38,1,blok,prywatny
"Bezpośrednio,2 pokoje, 2022,wysoki standard, garaż",3 200,Ochota,ul. Józefa Siemieńskiego,400,32,2,apartamentowiec,prywatny
Mieszkanie - Warszawa Śródmieście,6 500,Śródmieście,,500,"48,6",2,Zapytaj,biuro nieruchomości
"50m2 , monitoring, garaż, Ursynów BEZPOŚREDNIO",3 100,Ursynów,ul. Dereniowa 10,800,50,2,blok,prywatny
Kawalerka Grójecka 22 Bez prowizji agencji.,2 850,Stara Ochota,ul. Grójecka 22,800,35,1,kamienica,prywatny
Nowe stylowe mieszkanie / Brand new modern flat,2 500,Włochy,,470,25,1,apartamentowiec,prywatny
"wszystkie media woda, prad wifi w CENIE - СУПЕР",2 350,Białołęka,ul. Józsefa Antalla 6,450,20,1,Zapytaj,prywatny
Luksusowy apartament na Powiślu,13 500,Powiśle,ul. Leona Kruczkowskiego,0,105,3,apartamentowiec,biuro nieruchomości
Luxury 3 bedroom apartment on Złota 44,40 000,Śródmieście,ul. Złota,0,226,4,blok,biuro nieruchomości
"Mieszkanie trzypokojowe do wynajęcia, Śródmieście",5 700,Wesoła,ul. Mikołaja Kopernika,0,"86,88",3,kamienica,prywatny
Piękny Apartament 2 pokoje 55 m2,12 000,Wola,ul. Przyokopowa,0,55,2,apartamentowiec,biuro nieruchomości
"Mieszkanie 2 pok. na wynajem, Młoda Białołęka M1",2 900,Białołęka,Młoda Białołęka,350,35,2,apartamentowiec,prywatny
"Świętokrzyska, 51m2, 2 pokojowe, 3800zł/mc,",3 800,Śródmieście Północne,ul. Świętokrzyska,1,"50,73",2,blok,prywatny
Przestronne 3 pokoje blisko centrum,4 400,Wola,ul. Marcina Kasprzaka,900,65,3,apartamentowiec,biuro nieruchomości
✅3-pokojowe mieszkanie z garderobą wolne od zaraz!,3 300,Białołęka,ul. Skarbka z Gór,300,70,3,Zapytaj,biuro nieruchomości
Kawalerka z balkonem,2 500,Sady Żoliborskie,ul. Władysława Broniewskiego,0,24,1,blok,biuro nieruchomości
Saska 3 pok. oddzielna kuchnia g-ż super ciche,3 400,Saska Kępa,ul. Saska,1 100,61,3,blok,biuro nieruchomości
"Mieszkanie, 53 m², Warszawa",3 550,Gocław,ul. Janusza Meissnera,0,53,2,Zapytaj,biuro nieruchomości
"2 pokoje, nowoczesne, parking + balkon",3 900,Odolany,ul. Goleszowska,0,49,2,Zapytaj,biuro nieruchomości
Wynajem kawalerki z oddzielna kuchnią ✅,2 700,Bielany,ul. Stefana Żeromskiego,0,34,1,blok,biuro nieruchomości
Wynajem Praga Południe,3 000,Praga-Południe,,0,55,2,apartamentowiec,biuro nieruchomości
"Mieszkanie, 85 m², Warszawa",7 500,Centrum,ul. Wspólna,0,85,3,kamienica,biuro nieruchomości
Loft Style Apartment in the prestegious Mokotów,4 900,Mokotów,ul. Bernardyńska,0,59,2,Zapytaj,biuro nieruchomości
Piękny apartament Patria Kruczkowskiego,13 500,Powiśle,,500,105,3,blok,prywatny
"Bemowo, Nowe, Bezpośrednio, 2-pokoje",3 100,Bemowo,ul. Batalionów Chłopskich,530,"35,4",2,apartamentowiec,prywatny
Dwupokojowe mieszkanie od maja 2023,3 000,Praga-Północ,ul. Józefa Sierakowskiego,500,33,2,kamienica,prywatny
Mieszkanie - Warszawa Praga-Południe Grochów,4 200,Grochów,ul. Grochowska,0,65,3,Zapytaj,biuro nieruchomości
Mieszkanie - Warszawa Praga-Południe,4 000,Praga-Południe,ul. Międzynarodowa,800,55,2,Zapytaj,biuro nieruchomości
Wyjątkowy trzypokojowy apartament w Śródmieściu,14 900,Śródmieście,ul. Książęca,0,92,3,apartamentowiec,biuro nieruchomości
Nowe mieszkanie dwupokojowe 45 mkw do wynajmu,3 200,Tarchomin,ul. Modlińska,700,"45,38",2,apartamentowiec,prywatny
2 pokojowe mieszkanie + miejsce postojowe| Praga,2 700,Praga-Południe,ul. Grochowska 249,0,51,2,blok,biuro nieruchomości
"2-pokojowe, bezpośrednio 40m2 Włochy",3 500,Włochy,,500,39,2,apartamentowiec,prywatny
"Mieszkanie z tarasem Kabaty dla rodziny, na biuro",4 800,Kabaty,ul. Jerzego Zaruby,0,85,3,Zapytaj,biuro nieruchomości
Wynajmę mieszkanie w Wilanowie,5 400,Wilanów,ul. Adama Branickiego,1 100,"63,59",3,apartamentowiec,prywatny
Urządzone z dbałością o detale i komfortowe M1,2 750,Żoliborz,ul. Kłopot,250,22,1,blok,biuro nieruchomości
Mieszkanie 42 m od zaraz,3 000,Ursus,ul. Edwarda Habicha,500,42,2,blok,prywatny
"Petofiego, osiedle zamknięte, 900 m do metra",2 200,Bielany,ul. Sándora Petöfiego,800,56,2,blok,biuro nieruchomości
Piękna kawalerka Włochy Okazja!!!!,1 900,Włochy,ul. Trojańska,700,30,1,Zapytaj,biuro nieruchomości
Piękne dwa pokoje Mokotów Garaż!!!! Okazja!!!,3 300,Mokotów,J. R. R. Tolkiena,800,44,2,Zapytaj,biuro nieruchomości
"ul.Dolna, Mokotów,",1 800,Dolny Mokotów,,400,15,1,kamienica,biuro nieruchomości
Rezerwacja do środy 08.03.23,2 400,Saska Kępa,,700,42,2,blok,biuro nieruchomości
Mieszkanie na Bródnie 3pokoje od zaraz,3 900,Targówek,ul. Turmoncka,0,60,3,Zapytaj,prywatny
apartament studio + | ul. Złota 83,5 500,Śródmieście,ul. Złota,1 400,"45,9",2,apartamentowiec,deweloper
Woronicza Loft & Design & Prestige,12 000,Mokotów,ul. Racjonalizacji,0,103,4,apartamentowiec,biuro nieruchomości
"Włochy ul. Światowa , 2 pok.36,16 m parking",3 200,Włochy,ul. Światowa,0,"36,16",2,dom wolnostojący,biuro nieruchomości
Luksusowy apartament z balkonem i miejscem parking,5 000,Praga-Południe,,0,50,2,apartamentowiec,biuro nieruchomości
Przestronna kawalerka przy Metrze Kondratowicza,2 500,Targówek,ul. Malborska,370,"30,5",1,blok,prywatny
Komfortowo! 3 pokoje na osiedlu na Bemowie!,3 900,Bemowo,ul. Narwik,900,"69,69",3,blok,biuro nieruchomości
"Luksusowy apartament Złota 44, 2 sypialnie",27 000,Śródmieście,,0,92,3,apartamentowiec,biuro nieruchomości
Piękny apartament w prestiżowej lokalizacji Foksal,15 000,Śródmieście,,0,61,2,kamienica,biuro nieruchomości
Apartament w Wilanowie. Oś Królewska | Sarmacka.,6 000,Wilanów,ul. Sarmacka,1 500,95,3,apartamentowiec,prywatny
Piękny apartament przy Łazienkach i Placu Unii,7 200,Śródmieście Południowe,ul. Flory,580,7200,3,kamienica,prywatny
"Nowoczesny apartament na Powiślu, 3 sypialnie",10 000,Powiśle,,0,91,4,apartamentowiec,biuro nieruchomości
"Żoliborz, studio z aneksem kuchennym i sypialnia.",4 000,Żoliborz,ul. Przasnyska,0,50,2,apartamentowiec,biuro nieruchomości
Mieszkanie na Warszawskim Muranowie,2 999,Muranów,ul. Wałowa,600,"39,1",2,blok,biuro nieruchomości
"100% wyposażone, po kapitalnym remoncie, Jelonki",3 000,Bemowo,ul. Borowej Góry,489,30,2,blok,prywatny
"Rembielińska, garaż, metro, galeria handlowa, park",5 000,Bródno,ul. Rembielińska,730,77,3,blok,prywatny
Wynajme mieszkanie,3 900,Mokotów,,1 296,68,3,blok,prywatny
"Nowe, funkcjonalne i ciche w super lokalizacji",7 000,Sadyba,ul. Nałęczowska,900,69,3,Zapytaj,biuro nieruchomości
Dwa pokoje z oddzielą kuchnią i kominkiem,2 700,Ursynów,ul. Górna Droga,800,54,2,blok,prywatny
"Dwa osobne pokoje na Bemowie, w cenie czynsz Adm",2 450,Bemowo,ul. Widawska,0,"48,5",2,Zapytaj,biuro nieruchomości
wynajmę mieszkanie,2 850,Kabaty,ul. Jerzego Zaruby,1 150,53,2,blok,prywatny
"Mieszkanie typu studio 51,5 m2, Ursynów",3 000,Ursynów,ul. Nowoursynowska,700,"51,5",1,blok,prywatny
Mieszkanie 48m2 Warszawa Wola Ożarowska,3 700,Koło,ul. Ożarowska,470,48,2,Zapytaj,prywatny
Kawalerka Żoliborz 26m2 Słodowiec metro,2 200,Żoliborz,,300,26,1,blok,prywatny
"W-wa Bielany , Zgrupowanie Żmija ,wyjątkowe 54m2",3 000,Bielany,"ul. Zgrupowania AK ""Żmija""",680,54,2,blok,prywatny
Mieszkanie do wynajęcia Warszawa ul.Rakowska 42m2,3 500,Włochy,ul. Rakowska,380,42,2,blok,prywatny
Mariensztat Boczna w Warszawie,3 950,Śródmieście Północne,ul. Boczna,1 000,67,3,kamienica,prywatny
Kawalerka Wesoła SKM 25m2,2 000,Wesoła,ul. Armii Krajowej,350,25,1,blok,prywatny
"Mieszkanie Wawer 50 m kw 3 pok. parking, Płowiecka",2 800,Wawer,ul. Błękitna,800,50,3,kamienica,prywatny
"Śródmieście, 3-pokojowe, zielone Powiśle",3 700,Śródmieście Południowe,,800,48,3,blok,prywatny
Mieszkanie wynajem Śródmieście przy Łazienkach,2 800,Centrum,ul. Aleksandra Sulkiewicza,0,33,1,kamienica,prywatny
Ciche mieszk. w kamienicy Śródmieście Nowogrodzka,3 900,Śródmieście,ul. Nowogrodzka 7,500,"51,5",2,kamienica,prywatny
"Pełna FV - NOWE , 20 m2 , Wiktoryn 6 , Włochy",2 799,Włochy,Wiktoryn,500,20,1,apartamentowiec,prywatny
"Bezpośrednio przy metrze Młociny , Sokratesa",3 300,Bielany,ul. Sokratesa,0,42,2,blok,prywatny
Wola-37m2-2 pokoje-garaż-NOWE-bardzo wysoki stand,4 300,Wola,,1,37,2,apartamentowiec,biuro nieruchomości
Skorosze URSUS OS. ZAMKNIĘTE 57m garaż podziemny,3 000,Ursus,ul. Skoroszewska,600,57,2,blok,prywatny
Bemowo 2 pokoje w spokojnej okolicy Zwierzolubne,2 800,Bemowo,,0,"50,3",2,blok,prywatny
"Kawalerka, domek, ogródek, blisko, cicho",2 250,Wesoła,ul. Malinowa,0,28,1,dom wolnostojący,prywatny
Słoneczny apartament w Centrum-Nowy Świat OD ZARAZ,9 500,Centrum,,1 000,85,3,kamienica,prywatny
"Nowe Mieszkanie 2 pokoje Ursus ""Londyn""",2 600,Ursus,ul. Posag 7 Panien,0,"30,03",2,blok,biuro nieruchomości
2 pokojowe na Saskiej Kępie,2 900,Saska Kępa,,300,38,2,blok,biuro nieruchomości
Mieszkanie na wynajem Bielany (METRO MŁOCINY),2 500,Bielany,,440,35,2,blok,prywatny
"Śródmieście, 3-pokojowe, zielone Powiśle",3 700,Śródmieście Południowe,,800,48,3,blok,prywatny
Piękne mieszkanie na STARYM MOKOTOWIE 2 pokoje,6 000,Górny Mokotów,,0,65,2,kamienica,prywatny
